rank,video_id,creator,views,likes,comments,saves,reposts,engagement_rate,score,upload_date,ai_phan_tich_tong_the,hook_analysis,viral_mechanics,buyer_psychology,winning_formula,top_buying_intent_questions,top_customer_objections,comments_analyzed_count,url,caption
45,7574960095914675476,anniesbucketlist,32200,358,2,247,85,0.021491,15.44,2025-11-21,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #45]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with '@ThePlantsCorner Black Friday is now on!! Enjoy 50% OFF + an extra 20% stor...' to capture viewer attention within 3 seconds.,"Driven by 32,200 views and 247 saves (2 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@anniesbucketlist/video/7574960095914675476,@ThePlantsCorner Black Friday is now on!! Enjoy 50% OFF + an extra 20% storewide until 30th Nov! If you’ve been looking for artificial plants for indoor or outdoor they have beautiful looking faux plants that are so easy to assemble 🌱 [A D] #theplantscorner #artificalplants #fauxolivetree #artificialolivetree #fauxplantssydney 
46,7509529287771360543,sarah_lifestyle,823,20,2,3,5,0.036452,15.15,2025-05-28,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #46]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'Because faux plants are sooooo LOW maintenance 💁🏻‍♀️ #homedecortiktok #faux...' to capture viewer attention within 3 seconds.,Driven by 823 views and 3 saves (2 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,2,https://www.tiktok.com/@sarah_lifestyle/video/7509529287771360543,Because faux plants are sooooo LOW maintenance 💁🏻‍♀️ #homedecortiktok #fauxolivetree #olivetree #olivetreedecor 
47,7639664950142586133,rushee90,9265,162,8,49,28,0.026659,14.12,2026-05-14,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #47]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 4 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with 'Let’s style our new olive tree 🌿 After trying (and failing 😅) to keep a rea...' to capture viewer attention within 3 seconds.,"Driven by 9,265 views and 49 saves (8 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'where is your pot from?, Where did you get this from?'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 4 bình luận thực tế: 50.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,where is your pot from?; Where did you get this from?,,4,https://www.tiktok.com/@rushee90/video/7639664950142586133,"Let’s style our new olive tree 🌿 After trying (and failing 😅) to keep a real one alive indoors, we finally gave in and got a faux olive tree… and honestly, no regrets. It looks so real and completely changed the space ✨ #olivetree "
48,7465771583324441861,waysavingplants,5285,13,0,7,133,0.02895,12.64,2025-01-31,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #48]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'The beauty of an Artificial Olive Tree lies in its ability to effortlessly ...' to capture viewer attention within 3 seconds.,"Driven by 5,285 views and 7 saves (0 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@waysavingplants/video/7465771583324441861,"The beauty of an Artificial Olive Tree lies in its ability to effortlessly blend into any room's ambiance. Enhance any space with its lifelike beauty and sophisticated color, making it a favorite choice for staging, photoshoots, and bloggers alike. #interiordesign #homedecor #artificialplants #olivetree "
49,7680923844437232910,elisabeth.janak,164,4,1,0,0,0.030488,12.43,2026-09-02,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #49]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'Tik tok shop did not disspoint! Great quality under $160!  https://www.tikt...' to capture viewer attention within 3 seconds.,Driven by 164 views and 0 saves (1 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,0,https://www.tiktok.com/@elisabeth.janak/video/7680923844437232910,Tik tok shop did not disspoint! Great quality under $160!  https://www.tiktok.com/t/ZT9BW8tkkrEKU-nlJgl/ #fauxolivetree #olivetree #olivetreedecor #indoorplant #fyp #tiktokshop #lifewithmartha 
50,7675536531053989127,findsbykaryle,5653,74,8,25,18,0.022112,11.58,2026-08-19,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #50]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with 'what a beautiful olive tree 🫒😩 #artificialplants #olivetreeplant #roomdecor...' to capture viewer attention within 3 seconds.,"Driven by 5,653 views and 25 saves (8 comments) due to high shareability and home decor reference value.","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,5,https://www.tiktok.com/@findsbykaryle/video/7675536531053989127,what a beautiful olive tree 🫒😩 #artificialplants #olivetreeplant #roomdecor #roomdesign 
51,7470385772726734098,jajapcngrc,6677,45,11,25,52,0.019919,11.5,2025-02-12,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #51]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with 'pov: you bought artificial olive plant to add aesthetic to your new home ✨🌱...' to capture viewer attention within 3 seconds.,"Driven by 6,677 views and 25 saves (11 comments) due to high shareability and home decor reference value.",Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@jajapcngrc/video/7470385772726734098,pov: you bought artificial olive plant to add aesthetic to your new home ✨🌱🪴#olivetree #artificialplants #fakeplants #oliveplant #aesthetic #aestheticedits #fyp #foryou 
52,7491770955866426654,bytiffanymarie,31000,150,9,56,16,0.007452,10.98,2025-04-11,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #52]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 6 bình luận thực tế: 16.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Bargain Discovery / Smart Shopper Hook: Opening with 'Replying to @ELLIE Currently on flash sale today but I’m not sure how long ...' to capture viewer attention within 3 seconds.,"Driven by 31,000 views and 56 saves (9 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Where did you get the pot??'","Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price. (Khán giả phản hồi thực tế: Phân tích từ 6 bình luận thực tế: 16.7% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,Where did you get the pot??,,6,https://www.tiktok.com/@bytiffanymarie/video/7491770955866426654,"Replying to @ELLIE Currently on flash sale today but I’m not sure how long that will be, grab it if you’ve been eyeing it🤎 #artificaltree #artificalolivetree #olivetree #artificialplants #fauxplants #fauxolivetree #homedecorideas #affordablehomedecor "
53,7670719047691996430,funnybug.animations,37,1,0,0,0,0.027027,10.82,2026-08-06,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #53]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with 'Style your space in minutes with a realistic faux olive tree 🌴  adjustable ...' to capture viewer attention within 3 seconds.,Driven by 37 views and 0 saves (0 comments) due to high shareability and home decor reference value.,Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@funnybug.animations/video/7670719047691996430,"Style your space in minutes with a realistic faux olive tree 🌴  adjustable branches, natural-looking leaves, and timeless greenery.  One artificial olive tree, endless ways to decorate.  #fauxolivetree #fakeplants #homedecor #livingroomdecor #olivertree "
54,7609781567099030815,itisthesweetestlife,948,11,6,3,1,0.022152,10.25,2026-02-23,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #54]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Curiosity / Lifestyle Context Hook: Opening with '#creatorsearchinsights #faux #olivetree #tiktokshop #homedecor...' to capture viewer attention within 3 seconds.,Driven by 948 views and 3 saves (6 comments) due to high shareability and home decor reference value.,"Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants).",Natural lifestyle framing -> problem resolution -> seamless product showcase.,,,3,https://www.tiktok.com/@itisthesweetestlife/video/7609781567099030815,#creatorsearchinsights #faux #olivetree #tiktokshop #homedecor
55,7664467471457324301,llioniemedia,41200,104,0,54,18,0.004272,9.95,2026-07-20,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #55]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'so realistic & so affordable 🤌🏻✨ #fauxolivetree #artificialolivetree #homef...' to capture viewer attention within 3 seconds.,"Driven by 41,200 views and 54 saves (0 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,0,https://www.tiktok.com/@llioniemedia/video/7664467471457324301,so realistic & so affordable 🤌🏻✨ #fauxolivetree #artificialolivetree #homefinds #olivetree #tiktokgogrow  
56,7494666178678312222,_brookehoppe,13500,113,6,38,27,0.01363,9.35,2025-04-18,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #56]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'Linked on my Amazon storefront 🫒🌿 Can’t get over how realistic this tree lo...' to capture viewer attention within 3 seconds.,"Driven by 13,500 views and 38 saves (6 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,5,https://www.tiktok.com/@_brookehoppe/video/7494666178678312222,"Linked on my Amazon storefront 🫒🌿 Can’t get over how realistic this tree looks! This plant does tend to sell out fast, so I would run while they’re still in stock @realead_official #olivetree #amazonolivetree #fauxolivetree #amazonhome #bedroomdesign #bedroomdecor #olivetreedecor "
57,7678938054706433293,naturally_michelle,33800,79,4,43,11,0.004053,9.18,2026-08-28,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #57]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.","Aesthetic Transformation / Visual Shock Hook: Opening with 'The olive tree that's perfect for your living room, office, bedroom or any ...' to capture viewer attention within 3 seconds.","Driven by 33,800 views and 43 saves (4 comments) due to high shareability and home decor reference value.",Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@naturally_michelle/video/7678938054706433293,"The olive tree that's perfect for your living room, office, bedroom or any corner of your house. #fauxolivetree #olivetree #homedecor #neutralaesthetic "
58,7455412586293562629,waysavingplants,19100,65,9,50,40,0.008586,9.05,2025-01-03,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #58]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 7 bình luận thực tế: 42.9% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Aesthetic Transformation / Visual Shock Hook: Opening with 'Talk about making a statement! 🌿 This 8ft artificial olive tree is serving ...' to capture viewer attention within 3 seconds.,"Driven by 19,100 views and 50 saves (9 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Can you send a link to purchase?, Hey there, Is this the Dr Planzen from Home Depot?, Where did you get the olive tree from'","Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 7 bình luận thực tế: 42.9% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,"Can you send a link to purchase?; Hey there, Is this the Dr Planzen from Home Depot?; Where did you get the olive tree from",,7,https://www.tiktok.com/@waysavingplants/video/7455412586293562629,Talk about making a statement! 🌿 This 8ft artificial olive tree is serving MAJOR Mediterranean vibes—no watering required. Perfect for adding life to any room without the maintenance 🪴✨. Who else is obsessed with giant greenery? #InteriorInspo #OliveTreeDecor #GreenThumbGoals #OliveTreeAesthetic #HomeDecorGoals #ArtificialPlants #FauxFoliage #InteriorDesignIdeas
59,7666520337630170381,naturally_michelle,33400,76,1,42,18,0.004102,8.52,2026-07-26,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #59]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.","Aesthetic Transformation / Visual Shock Hook: Opening with 'The olive tree that's perfect for your living room, office or any corner of...' to capture viewer attention within 3 seconds.","Driven by 33,400 views and 42 saves (1 comments) due to high shareability and home decor reference value.",Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,1,https://www.tiktok.com/@naturally_michelle/video/7666520337630170381,"The olive tree that's perfect for your living room, office or any corner of the house 🌿 #fauxolivetree #olivetree #homedecor #neutralaesthetic"
60,7651658211270872342,the.alisting,12700,40,8,37,46,0.010315,8.27,2026-06-15,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #60]: Natural lifestyle framing -> problem resolution -> seamless product showcase. | [TÂM LÝ KHÁCH]: Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 5 bình luận thực tế: 20.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Curiosity / Lifestyle Context Hook: Opening with 'Artificial olive tree for living room decor 🫒  #homedecorideas #fauxplants ...' to capture viewer attention within 3 seconds.,"Driven by 12,700 views and 37 saves (8 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'Does it come with pot?'","Emotional connection to cozy living, relieving maintenance anxiety (no watering, no dying plants). (Khán giả phản hồi thực tế: Phân tích từ 5 bình luận thực tế: 20.0% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Natural lifestyle framing -> problem resolution -> seamless product showcase.,Does it come with pot?,,5,https://www.tiktok.com/@the.alisting/video/7651658211270872342,Artificial olive tree for living room decor 🫒  #homedecorideas #fauxplants #olivetree #olivetrees #livingroomdecor 
61,7639541788092517650,theplantscorner,3186,23,4,14,9,0.015694,7.71,2026-05-14,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #61]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 33.3% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",Aesthetic Transformation / Visual Shock Hook: Opening with 'Elevate your space with our ultra-realistic 180cm faux olive tree 🌿✨ The pe...' to capture viewer attention within 3 seconds.,"Driven by 3,186 views and 14 saves (4 comments) due to high shareability and home decor reference value. | Ý định mua trong comment: 'You can ship to Canada'","Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical. (Khán giả phản hồi thực tế: Phân tích từ 3 bình luận thực tế: 33.3% người xem có ý định mua (hỏi link, hỏi chậu, hỏi giá). 0.0% có thắc mắc/nghi ngại về độ chân thực hoặc kích thước.)",0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,You can ship to Canada,,3,https://www.tiktok.com/@theplantscorner/video/7639541788092517650,Elevate your space with our ultra-realistic 180cm faux olive tree 🌿✨ The perfect touch of Mediterranean luxe for any corner of your home 🤍🏡 #FauxOliveTree #ArtificialOliveTree #HomeStyling #InteriorInspo #LuxuryHomeDecor          
62,7645784810136407326,christykomorowski,1762,16,4,6,1,0.015323,7.28,2026-05-31,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #62]: Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA. | [TÂM LÝ KHÁCH]: Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.",Bargain Discovery / Smart Shopper Hook: Opening with 'I love a good faux olive tree in my space 🤍🤌🏼🍃 #fauxolivetree #olivertree #...' to capture viewer attention within 3 seconds.,"Driven by 1,762 views and 6 saves (4 comments) due to high shareability and home decor reference value.",Immediate fear of missing out (FOMO) and pleasure of discovering high-end luxury at a discount price.,Curiosity question ('You won't believe this price') -> visual texture zoom -> room transformation -> bio link CTA.,,,4,https://www.tiktok.com/@christykomorowski/video/7645784810136407326,I love a good faux olive tree in my space 🤍🤌🏼🍃 #fauxolivetree #olivertree #homedecor #homedecorideas #dealsforyoudays 
63,7670494417131769101,funnybug.animations,55,1,0,0,0,0.018182,7.28,2026-08-06,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #63]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with 'Give your space an instant designer upgrade with a realistic faux olive tre...' to capture viewer attention within 3 seconds.,Driven by 55 views and 0 saves (0 comments) due to high shareability and home decor reference value.,Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,0,https://www.tiktok.com/@funnybug.animations/video/7670494417131769101,"Give your space an instant designer upgrade with a realistic faux olive tree. It adds height, softness and natural style to any empty corner without watering, sunlight or upkeep. One artificial olive tree, year round beauty.  #fauxolivetree #fakeplants #homedecor #ArtificialOliveTree #olivertree "
64,7680016302227885343,vani.rose4,358,4,2,0,0,0.01676,7.18,2026-08-31,"[ĐÁNH GIÁ NGÁCH]: Cạnh tranh cao với 77 video, nhưng thị trường nóng (19.8M views) nhờ xu hướng trang trí nội thất. Cơ hội cho brand mới là giải quyết nỗi sợ 'plastic' bằng chất liệu thực tế và tạo trải nghiệm setup độc đáo. | [CHIẾN LƯỢC VIDEO #64]: 0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation. | [TÂM LÝ KHÁCH]: Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.",Aesthetic Transformation / Visual Shock Hook: Opening with 'the most realistic faux olive tree 🫒🤎✨  #fauxplants #fauxolivetree #olivetr...' to capture viewer attention within 3 seconds.,Driven by 358 views and 0 saves (2 comments) due to high shareability and home decor reference value.,Desire for elevated living space and prestige; validates realistic faux items as tasteful and practical.,0-3s quick visual reveal -> tactile proof (touching leaves) -> styled living room context -> recommendation.,,,1,https://www.tiktok.com/@vani.rose4/video/7680016302227885343,the most realistic faux olive tree 🫒🤎✨  #fauxplants #fauxolivetree #olivetree #homedecorideas 
